"Id","SalePrice"
1461,113378.925584287
1462,165320.263797033
1463,190734.490399779
1464,197654.214377132
1465,203774.105657601
1466,173490.526704812
1467,181085.813978424
1468,159684.571291203
1469,203474.692794858
1470,113881.813795142
1471,167096.517753343
1472,98863.6986768451
1473,96541.5231299206
1474,145126.125938574
1475,110438.633505357
1476,378770.587025888
1477,265451.281359699
1478,315441.618809663
1479,308761.735497937
1480,482109.258686291
1481,320615.282181435
1482,202862.166043652
1483,178754.154290928
1484,160023.45719328
1485,178373.466386062
1486,189657.390830728
1487,339600.979733898
1488,230842.737311884
1489,202155.276482713
1490,258916.54970137
1491,197129.563436336
1492,100883.369341861
1493,191807.259976337
1494,316893.813650301
1495,297203.60306486
1496,247307.486900108
1497,178419.049655942
1498,175967.150101136
1499,167427.286966045
1500,151288.466519755
1501,196243.126368466
1502,135730.373602838
1503,368416.022241258
1504,233264.568422328
1505,225609.038055577
1506,189931.878389655
1507,258314.150882223
1508,197552.465707891
1509,153964.140470932
1510,140451.048343403
1511,157600.006172662
1512,180027.23050647
1513,146156.966739243
1514,187206.002648881
1515,210795.691422107
1516,152963.50348415
1517,186488.39770655
1518,119943.934258595
1519,216144.944615623
1520,128633.378431234
1521,137652.294085039
1522,184916.859321272
1523,112932.176859182
1524,128862.046200905
1525,121894.649888447
1526,111189.71545916
1527,104979.888609063
1528,134363.861970982
1529,159299.894209872
1530,201858.50895368
1531,124188.265123267
1532,111578.335090228
1533,160470.679754671
1534,128789.32326304
1535,155165.089654898
1536,95531.2126241607
1537,47656.9646169684
1538,152823.237454459
1539,206736.042143251
1540,140144.345416995
1541,142332.081506443
1542,167409.293920445
1543,192982.21235245
1544,73898.3975074092
1545,117962.516606061
1546,133905.925565994
1547,136178.596208789
1548,152277.536425111
1549,122510.381379981
1550,139887.396750979
1551,112168.678855439
1552,154640.706203435
1553,173763.934025546
1554,123645.363429414
1555,164443.352311032
1556,55373.8808665523
1557,157968.783733677
1558,108690.397373594
1559,81675.2848726818
1560,119715.04015833
1561,169769.236039291
1562,129851.572238728
1563,132480.410891835
1564,162153.485890861
1565,153684.271311512
1566,225851.581123784
1567,71382.3812108318
1568,220928.442183938
1569,132348.240563777
1570,129002.571312911
1571,89685.8669227481
1572,151663.13572011
1573,262621.782797946
1574,135566.066295142
1575,233143.683186801
1576,239266.142017872
1577,179114.403435368
1578,153452.631163533
1579,150917.175469373
1580,190295.642189373
1581,155878.349463203
1582,130947.453751093
1583,291276.967361415
1584,218956.576320714
1585,135382.657842068
1586,63073.8726543068
1587,109751.374988474
1588,152640.324638044
1589,100152.586394928
1590,131345.13139735
1591,107652.455375919
1592,132799.268588862
1593,126637.256012848
1594,156832.572307859
1595,136927.205983875
1596,230918.428727539
1597,206152.400873107
1598,210844.155722008
1599,185899.928673954
1600,166541.000653309
1601,56192.0773797665
1602,125783.365040506
1603,45137.8941955922
1604,276567.200619611
1605,233714.31663583
1606,157003.224918114
1607,158434.363381034
1608,207560.495506203
1609,185352.406229197
1610,147416.377339974
1611,123284.004005325
1612,182512.881817696
1613,162926.238222389
1614,131771.898620187
1615,113673.689309916
1616,89896.2695606261
1617,85777.9462479018
1618,135229.632739274
1619,136029.112247522
1620,184090.41304005
1621,131404.995319832
1622,149276.922719673
1623,252310.231644722
1624,204030.027415309
1625,120275.939127649
1626,165083.569433629
1627,194408.204204386
1628,285588.482132177
1629,176691.006945097
1630,367962.337965933
1631,252000.176954344
1632,250057.984430651
1633,171696.362310523
1634,184545.679265964
1635,171430.85557672
1636,145457.057120551
1637,202407.382490542
1638,177650.921457592
1639,181391.539895418
1640,236480.06214363
1641,184427.803362042
1642,252804.676369366
1643,217710.519235823
1644,239802.060169074
1645,217888.014755499
1646,154958.888545399
1647,157093.894132722
1648,124724.949123484
1649,130340.989187344
1650,114246.614464396
1651,112394.634056285
1652,98366.8081541956
1653,94720.5188894248
1654,145282.697761114
1655,126946.906014384
1656,142605.923539823
1657,156689.539861505
1658,147250.831463362
1659,129750.940047076
1660,147154.026136398
1661,436214.670292469
1662,394739.066301425
1663,390860.942002686
1664,519871.833393379
